NS	GO_ID	dcnt	Depth	human_IC	mouse_IC	fly_IC	Diversity_IC	human_GeneCount	mouse_GeneCount	fly_GeneCount	Diversity_GeneCount	Name
BP	GO:0090288	16	5	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of cellular response to growth factor stimulus
BP	GO:0090304	719	5	0.0	2.3025850929940455	0.0	-0.0	0	0	0	0.0	nucleic acid metabolic process
BP	GO:0090318	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of chylomicron remodeling
BP	GO:0090320	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of chylomicron remnant clearance
BP	GO:0090325	2	5	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of locomotion involved in locomotory behavior
BP	GO:0090333	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of stomatal closure
BP	GO:0090347	3	5	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of cellular organohalogen metabolic process
BP	GO:0090354	6	5	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of auxin metabolic process
BP	GO:0090376	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	seed trichome differentiation
BP	GO:0090378	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	seed trichome elongation
BP	GO:0090380	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	seed trichome maturation
BP	GO:0090382	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	phagosome maturation
BP	GO:0090384	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	phagosome-lysosome docking
BP	GO:0090391	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	granum assembly
BP	GO:0090392	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	sepal giant cell differentiation
BP	GO:0090403	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	oxidative stress-induced premature senescence
CC	GO:0090404	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	pollen tube tip
BP	GO:0090407	271	5	0.0	0.0	0.0	0.0	0	0	0	0.0	organophosphate biosynthetic process
MF	GO:0090415	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	7-hydroxymethyl chlorophyll a reductase activity
MF	GO:0090417	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	N-methylnicotinate transmembrane transporter activity
MF	GO:0090422	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	thiamine pyrophosphate transmembrane transporter activity
MF	GO:0090430	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	caffeoyl-CoA: alcohol caffeoyl transferase activity
BP	GO:0090437	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	socket cell differentiation
MF	GO:0090439	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	tetraketide alpha-pyrone synthase activity
BP	GO:0090451	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cotyledon boundary formation
BP	GO:0090459	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	intracellular aspartate homeostasis
BP	GO:0090460	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	intracellular threonine homeostasis
BP	GO:0090461	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	intracellular glutamate homeostasis
BP	GO:0090462	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	intracellular ornithine homeostasis
BP	GO:0090463	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	intracellular lysine homeostasis
BP	GO:0090464	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	intracellular histidine homeostasis
BP	GO:0090465	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	intracellular arginine homeostasis
BP	GO:0090470	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	shoot organ boundary specification
MF	GO:0090489	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	L-tryptophan,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)
MF	GO:0090490	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	L-tryptophan,NADPH:oxygen oxidoreductase (N-hydroxylating)
MF	GO:0090491	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	N-hydroxy-L-tryptophan,NADPH:oxygen oxidoreductase (N-hydroxylating)
MF	GO:0090492	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	N,N-Dihydroxy-L-tryptophan decarboxylase activity
BP	GO:0090497	9	5	0.0	0.0	0.0	0.0	0	0	0	0.0	mesenchymal cell migration
MF	GO:0090499	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	pimelyl-[acyl-carrier protein] methyl ester esterase activity
BP	GO:0090520	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	sphingolipid mediated signaling pathway
BP	GO:0090522	3	5	0.0	0.0	0.0	0.0	0	0	0	0.0	vesicle tethering involved in exocytosis
BP	GO:0090529	2	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cell septum assembly
CC	GO:0090533	4	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cation-transporting ATPase complex
CC	GO:0090545	2	5	0.0	0.0	0.0	0.0	0	0	0	0.0	CHD-type complex
MF	GO:0090563	12	5	0.0	0.0	0.0	0.0	0	0	0	0.0	protein-phosphocysteine-sugar phosphotransferase activity
BP	GO:0090567	2	5	0.0	0.0	0.0	0.0	0	0	0	0.0	reproductive shoot system development
BP	GO:0090594	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	inflammatory response to wounding
BP	GO:0090601	2	5	0.0	0.0	0.0	0.0	0	0	0	0.0	enucleation
BP	GO:0090604	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	surface biofilm formation
BP	GO:0090605	2	5	0.0	0.0	0.0	0.0	0	0	0	0.0	submerged biofilm formation
MF	GO:0090612	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cAMP deaminase activity
MF	GO:0090613	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	5'-deoxyadenosine deaminase activity
MF	GO:0090614	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	5'-methylthioadenosine deaminase activity
BP	GO:0090634	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	microglial cell mediated cytotoxicity
BP	GO:0090649	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	response to oxygen-glucose deprivation
CC	GO:0090661	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	box H/ACA telomerase RNP complex
BP	GO:0090667	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cell chemotaxis to vascular endothelial growth factor
BP	GO:0090670	3	5	0.0	0.0	0.0	0.0	0	0	0	0.0	RNA localization to Cajal body
BP	GO:0090673	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	endothelial cell-matrix adhesion
BP	GO:0090675	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	intermicrovillar adhesion
MF	GO:0090681	3	5	0.0	0.0	0.0	0.0	0	0	0	0.0	GPCR taste receptor activity
MF	GO:0090684	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	contact chemoreceptor activity
BP	GO:0090707	2	5	0.0	0.0	0.0	0.0	0	0	0	0.0	establishment of plant organ orientation
MF	GO:0090710	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	phosphomevalonate decarboxylase activity
BP	GO:0090717	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	adaptive immune memory response involving T cells and B cells
BP	GO:0090719	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	adaptive immune effector response involving T cells and B lineage cells
BP	GO:0090721	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	primary adaptive immune response involving T cells and B cells
MF	GO:0097004	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	adipokinetic hormone binding
MF	GO:0097007	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	4,8,12-trimethyltrideca-1,3,7,11-tetraene synthase activity
MF	GO:0097008	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	(3E)-4,8-dimethyl-1,3,7-nonatriene synthase activity
BP	GO:0097012	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	response to granulocyte macrophage colony-stimulating factor
CC	GO:0097014	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	ciliary plasm
BP	GO:0097017	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	renal protein absorption
MF	GO:0097023	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	fructose 6-phosphate aldolase activity
MF	GO:0097030	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	CENP-A containing nucleosome binding
BP	GO:0097035	25	5	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of membrane lipid distribution
BP	GO:0097066	3	5	0.0	0.0	0.0	0.0	0	0	0	0.0	response to thyroid hormone
BP	GO:0097080	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	plasma membrane selenite transport
BP	GO:0097081	2	5	0.0	0.0	0.0	0.0	0	0	0	0.0	vascular associated smooth muscle cell fate commitment
BP	GO:0097082	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	vascular associated smooth muscle cell fate specification
BP	GO:0097083	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	vascular associated smooth muscle cell fate determination
BP	GO:0097084	2	5	0.0	0.0	0.0	0.0	0	0	0	0.0	vascular associated smooth muscle cell development
BP	GO:0097090	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	presynaptic membrane organization
BP	GO:0097091	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	synaptic vesicle clustering
BP	GO:0097097	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	nasal suture morphogenesis
MF	GO:0097098	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	DNA/RNA hybrid annealing activity
BP	GO:0097101	2	5	0.0	0.0	0.0	0.0	0	0	0	0.0	blood vessel endothelial cell fate specification
BP	GO:0097111	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	endoplasmic reticulum-Golgi intermediate compartment organization
BP	GO:0097152	4	5	0.0	0.0	0.0	0.0	0	0	0	0.0	mesenchymal cell apoptotic process
BP	GO:0097154	5	5	0.0	0.0	0.0	0.0	0	0	0	0.0	GABAergic neuron differentiation
MF	GO:0097177	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	mitochondrial ribosome binding
CC	GO:0097181	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	protein C inhibitor-coagulation factor V complex
CC	GO:0097182	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	protein C inhibitor-coagulation factor Xa complex
CC	GO:0097183	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	protein C inhibitor-coagulation factor XI complex
BP	GO:0097185	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cellular response to azide
BP	GO:0097190	22	5	0.0	0.0	0.0	0.0	0	0	0	0.0	apoptotic signaling pathway
BP	GO:0097206	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	nephrocyte filtration
BP	GO:0097212	4	5	0.0	0.0	0.0	0.0	0	0	0	0.0	lysosomal membrane organization
BP	GO:0097241	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	hematopoietic stem cell migration to bone marrow
MF	GO:0097244	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	flavonol binding
MF	GO:0097246	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	catechin binding
MF	GO:0097262	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	eoxin D4 synthase activity
MF	GO:0097263	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	eoxin E4 synthase activity
MF	GO:0097265	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	5(S)-hydroxyeicosatetraenoic acid dehydrogenase activity
MF	GO:0097266	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	phenylacetyl-CoA 1,2-epoxidase activity
CC	GO:0097268	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cytoophidium
MF	GO:0097269	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	all-trans-decaprenyl-diphosphate synthase activity
BP	GO:0097271	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	protein localization to bud neck
BP	GO:0097275	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	intracellular ammonium homeostasis
BP	GO:0097287	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	7-cyano-7-deazaguanine metabolic process
BP	GO:0097289	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	alpha-ribazole metabolic process
BP	GO:0097291	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	renal phosphate ion absorption
BP	GO:0097298	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of nucleus size
BP	GO:0097306	27	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cellular response to alcohol
BP	GO:0097307	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	response to farnesol
CC	GO:0097311	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	bacterial biofilm matrix
BP	GO:0097316	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cellular response to N-acetyl-D-glucosamine
BP	GO:0097323	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	B cell adhesion
BP	GO:0097326	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	melanocyte adhesion
BP	GO:0097330	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	response to 5-fluoro-2'-deoxyuridine
BP	GO:0097331	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	response to cytarabine
BP	GO:0097333	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	response to olanzapine
BP	GO:0097334	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	response to perphenazine
BP	GO:0097335	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	response to quetiapine
BP	GO:0097336	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	response to risperidone
BP	GO:0097337	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	response to ziprasidone
BP	GO:0097338	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	response to clozapine
CC	GO:0097346	2	5	0.0	0.0	0.0	0.0	0	0	0	0.0	INO80-type complex
BP	GO:0097384	3	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cellular lipid biosynthetic process
CC	GO:0097387	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	capitate projection
BP	GO:0097395	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	response to interleukin-32
BP	GO:0097396	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	response to interleukin-17
BP	GO:0097410	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	hippocampal interneuron differentiation
BP	GO:0097411	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	hypoxia-inducible factor-1alpha signaling pathway
CC	GO:0097414	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	classical Lewy body
CC	GO:0097415	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cortical Lewy body
MF	GO:0097429	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	amino acid ligation activity by nonribosomal peptide synthase
CC	GO:0097447	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	dendritic tree
CC	GO:0097449	2	5	0.0	0.0	0.0	0.0	0	0	0	0.0	astrocyte projection
CC	GO:0097455	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	spiny bracelet of Nageotte
CC	GO:0097456	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	terminal loop
CC	GO:0097462	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	Lewy neurite
CC	GO:0097463	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	gemmule
BP	GO:0097475	2	5	0.0	0.0	0.0	0.0	0	0	0	0.0	motor neuron migration
BP	GO:0097480	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	establishment of synaptic vesicle localization
BP	GO:0097484	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	dendrite extension
CC	GO:0097489	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	multivesicular body, internal vesicle lumen
BP	GO:0097490	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	sympathetic neuron projection extension
BP	GO:0097494	5	5	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of vesicle size
BP	GO:0097501	4	5	0.0	0.0	0.0	0.0	0	0	0	0.0	stress response to metal ion
BP	GO:0097503	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	sialylation
CC	GO:0097505	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	Rad6-Rad18 complex
CC	GO:0097514	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	sexual spore wall
CC	GO:0097515	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	asexual spore wall
CC	GO:0097516	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	microvillar actin bundle
CC	GO:0097526	2	5	0.0	0.0	0.0	0.0	0	0	0	0.0	spliceosomal tri-snRNP complex
BP	GO:0097527	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	necroptotic signaling pathway
BP	GO:0097529	20	5	0.0	0.0	0.0	0.0	0	0	0	0.0	myeloid leukocyte migration
BP	GO:0097533	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cellular stress response to acid chemical
BP	GO:0097535	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	lymphoid lineage cell migration into thymus
BP	GO:0097536	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	thymus epithelium morphogenesis
CC	GO:0097575	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	lateral cell cortex
BP	GO:0097590	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	archaeal-type flagellum-dependent cell motility
CC	GO:0097597	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	ventral disc
MF	GO:0097599	6	5	0.0	0.0	0.0	0.0	0	0	0	0.0	xylanase activity
BP	GO:0097615	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	modulation by host of symbiont type IV pilus-dependent motility
MF	GO:0097621	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	monoamine oxidase activity
MF	GO:0097644	4	5	0.0	0.0	0.0	0.0	0	0	0	0.0	calcitonin family binding
CC	GO:0097648	11	5	0.0	0.0	0.0	0.0	0	0	0	0.0	G protein-coupled receptor complex
CC	GO:0097693	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	ocelloid
BP	GO:0097699	3	5	0.0	0.0	0.0	0.0	0	0	0	0.0	vascular endothelial cell response to fluid shear stress
BP	GO:0097703	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cellular response to pulsatile fluid shear stress
BP	GO:0097704	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cellular response to oscillatory fluid shear stress
CC	GO:0097708	101	5	0.0	0.0	0.0	0.0	0	0	0	0.0	intracellular vesicle
BP	GO:0097715	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cellular response to viscosity
BP	GO:0097719	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	neural tissue regeneration
CC	GO:0097727	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	blepharoplast
CC	GO:0097730	4	5	0.0	0.0	0.0	0.0	0	0	0	0.0	non-motile cilium
BP	GO:0097734	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	extracellular exosome biogenesis
BP	GO:0097744	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	renal urate salt excretion
MF	GO:0097747	13	5	0.0	0.0	0.0	0.0	0	0	0	0.0	RNA polymerase activity
BP	GO:0097749	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	membrane tubulation
BP	GO:0097753	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	membrane bending
BP	GO:0098036	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	viral DNA genome packaging, 3' extended cos packaging
BP	GO:0098037	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	viral DNA genome packaging, 5' extended cos packaging
BP	GO:0098509	2	5	0.0	0.0	0.0	0.0	0	0	0	0.0	sensory perception of humidity
BP	GO:0098512	2	5	0.0	0.0	0.0	0.0	0	0	0	0.0	detection of humidity stimulus involved in sensory perception
BP	GO:0098516	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	detection of high humidity
BP	GO:0098517	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	detection of low humidity
CC	GO:0098520	2	5	0.0	0.0	0.0	0.0	0	0	0	0.0	excitatory neuromuscular junction
CC	GO:0098521	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	inhibitory neuromuscular junction
CC	GO:0098523	4	5	0.0	0.0	0.0	0.0	0	0	0	0.0	neuromuscular junction of myotube
CC	GO:0098527	3	5	0.0	0.0	0.0	0.0	0	0	0	0.0	neuromuscular junction of somatic muscle
CC	GO:0098536	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	deuterosome
CC	GO:0098540	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	lumenal side of trans-Golgi network transport vesicle membrane
CC	GO:0098541	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cytoplasmic side of trans-Golgi network transport vesicle membrane
BP	GO:0098542	62	5	0.0	0.0	0.0	0.0	0	0	0	0.0	defense response to other organism
BP	GO:0098543	11	5	0.0	0.0	0.0	0.0	0	0	0	0.0	detection of other organism
CC	GO:0098550	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	lumenal side of early endosome membrane
CC	GO:0098551	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	lumenal side of late endosome membrane
CC	GO:0098555	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	lumenal side of rough endoplasmic reticulum membrane
CC	GO:0098556	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cytoplasmic side of rough endoplasmic reticulum membrane
CC	GO:0098557	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cytoplasmic side of smooth endoplasmic reticulum membrane
CC	GO:0098558	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	lumenal side of smooth endoplasmic reticulum membrane
CC	GO:0098559	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cytoplasmic side of early endosome membrane
CC	GO:0098560	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cytoplasmic side of late endosome membrane
CC	GO:0098592	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cytoplasmic side of apical plasma membrane
CC	GO:0098593	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	goblet cell theca
MF	GO:0098603	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	selenol Se-methyltransferase activity
MF	GO:0098604	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	adenosylselenohomocysteinase activity
MF	GO:0098605	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	selenocystathionine beta-synthase activity
MF	GO:0098613	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	methaneselenol methyltransferase activity
MF	GO:0098614	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	hydrogen selenide methyltransferase activity
MF	GO:0098615	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	dimethyl selenide methyltransferase activity
MF	GO:0098617	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	adenylylselenate kinase activity
MF	GO:0098620	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	seryl-selenocysteinyl-tRNA kinase activity
MF	GO:0098621	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	O-phosphoseryl-tRNA(Sec) selenium transferase activity
MF	GO:0098622	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	selenodiglutathione-disulfide reductase (NADP) activity
BP	GO:0098629	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	trans-Golgi network membrane organization
MF	GO:0098632	7	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cell-cell adhesion mediator activity
MF	GO:0098634	3	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cell-matrix adhesion mediator activity
CC	GO:0098643	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	banded collagen fibril
CC	GO:0098646	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	collagen sheet
CC	GO:0098647	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	collagen beaded filament
CC	GO:0098652	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	collagen type VII anchoring fibril
BP	GO:0098660	106	5	0.0	0.0	0.0	0.0	0	0	0	0.0	inorganic ion transmembrane transport
CC	GO:0098674	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	extrinsic component of neuronal dense core vesicle membrane
MF	GO:0098680	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	template-free RNA nucleotidyltransferase
CC	GO:0098681	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	synaptic ribbon
CC	GO:0098682	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	arciform density
CC	GO:0098683	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cochlear hair cell ribbon synapse
CC	GO:0098684	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	photoreceptor ribbon synapse
CC	GO:0098686	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	hippocampal mossy fiber to CA3 synapse
CC	GO:0098688	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	parallel fiber to Purkinje cell synapse
BP	GO:0098700	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	neurotransmitter loading into synaptic vesicle
BP	GO:0098726	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	symmetric division of skeletal muscle satellite stem cell
BP	GO:0098728	2	5	0.0	0.0	0.0	0.0	0	0	0	0.0	germline stem cell asymmetric division
BP	GO:0098729	2	5	0.0	0.0	0.0	0.0	0	0	0	0.0	germline stem cell symmetric division
BP	GO:0098731	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	skeletal muscle satellite stem cell maintenance involved in skeletal muscle regeneration
BP	GO:0098732	17	5	0.0	0.0	0.0	0.0	0	0	0	0.0	macromolecule deacylation
BP	GO:0098739	81	5	0.0	0.0	0.0	0.0	0	0	0	0.0	import across plasma membrane
MF	GO:0098744	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	1-phosphatidylinositol 4-kinase activator activity
BP	GO:0098749	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	cerebellar neuron development
BP	GO:0098755	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	maintenance of seed dormancy by absisic acid
BP	GO:0098756	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	response to interleukin-21
BP	GO:0098758	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	response to interleukin-8
BP	GO:0098760	1	5	0.0	0.0	0.0	0.0	0	0	0	0.0	response to interleukin-7
BP	GO:0098768	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	meiotic prometaphase I
BP	GO:0098773	3	5	0.0	0.0	0.0	0.0	0	0	0	0.0	skin epidermis development
BP	GO:0098801	26	5	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of renal system process
BP	GO:0098818	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	hyperpolarization of postsynaptic membrane
BP	GO:0098819	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	depolarization of postsynaptic membrane
CC	GO:0098826	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	endoplasmic reticulum tubular network membrane
CC	GO:0098831	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	presynaptic active zone cytoplasmic component
CC	GO:0098834	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	presynaptic endocytic zone cytoplasmic component
CC	GO:0098835	0	5	0.0	0.0	0.0	0.0	0	0	0	0.0	presynaptic endocytic zone membrane
